PD_ID,comment_date,industry,warning_signal_comment,pd_grade_before,pd_grade_after,grade_change,migration,true_theme,topic_id,topic_label
PD101348,2025-02-13,Technology,Strong Q4 2025 results with revenue growth of 16% and record backlog of $179M. Guidance raised for the full year.,5,3,-2,Upgrade,performance_improvement,0,sector / margin / outlook / operating
PD101349,2025-02-18,Construction,"Regulatory change effective next year is expected to reduce reimbursement rates by 15%, directly compressing borrower revenue in its core segment.",4,4,0,No Change,industry_headwinds,14,regulatory / rates / revenue / multiyear
PD101350,2024-04-20,Retail,Material weakness in internal controls disclosed. Segregation of duties issues in the treasury function; remediation plan requested by Q3 2024.,6,8,2,Downgrade,reporting_delinquency,2,headroom / concerns / missed / revolver
PD101351,2024-05-17,Manufacturing,Significant cash burn observed. Unrestricted cash fell 61% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,7,9,2,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
PD101352,2024-03-10,Construction,Top customer representing 48% of revenue did not renew its contract at term. Replacement pipeline covers less than half of the lost volume.,5,5,0,No Change,customer_concentration,1,sales / lowered fullyear / fullyear / continues
PD101353,2024-11-06,Agriculture,Term loan of $141M matures in 12 months with no committed refinancing. Current leverage of 6.5x makes a market refinance challenging.,10,12,2,Downgrade,refinancing_risk,15,refinancing / committed / market / term
PD101354,2024-03-19,Wholesale Trade,OFAC compliance review identified potential sanctions exposure in an overseas subsidiary. Enhanced monitoring in place pending outside counsel findings.,8,8,0,No Change,legal_regulatory,4,exposure / filed / new / approximately
PD101355,2025-05-24,Construction,Prolonged softness in the freight market; spot rates below breakeven for 6 consecutive quarters. Fleet utilization at 74%.,8,8,0,No Change,industry_headwinds,13,hedges / rates / market / quarters
PD101356,2024-01-19,Manufacturing,Debt paydown ahead of schedule; net leverage now 2.1x. Rating outlook revised to stable given strengthened balance sheet.,5,4,-1,Upgrade,deleveraging,8,period / debt / elevated / leverage
PD101357,2024-11-18,Transportation,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $6M of revolver availability to fund payroll. Treasury reports minimal headroom.,4,6,2,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD101358,2024-06-30,Hospitality,Largest customer filed for bankruptcy protection; receivable exposure of $17M likely impaired. Trade credit insurance covers only a portion.,9,9,0,No Change,customer_concentration,4,exposure / filed / new / approximately
PD101359,2024-05-17,Oil & Gas,Significant cash burn observed. Unrestricted cash fell 40% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,5,6,1,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
PD101360,2025-05-17,Wholesale Trade,Minimum EBITDA covenant missed by 23%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,3,5,2,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD101361,2025-04-26,Construction,Ownership dispute among family shareholders is distracting management. Succession plan remains undocumented despite repeated requests at annual review.,9,10,1,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD101362,2024-09-26,Construction,Operational restructuring complete; plant consolidation yields $10M of annualized savings. Order intake trending 26% above prior year.,2,2,0,No Change,performance_improvement,11,customer / concentration / product / order
PD101363,2024-12-27,Oil & Gas,Cash flow from operations insufficient to cover fixed charges this cycle. FCCR dropped to 0.9x. Sponsor has been approached for an equity injection to shore up liquidity.,5,6,1,Downgrade,liquidity_stress,17,fccr / equity / breach / sponsor
PD101364,2024-02-16,Healthcare,EBITDA declined 16% versus plan on volume weakness and pricing pressure. Cost reduction program announced but savings not yet visible in results.,8,8,0,No Change,revenue_decline,21,pricing pressure / pressure / visible results / visible
PD101365,2024-01-28,Wholesale Trade,Significant cash burn observed. Unrestricted cash fell 52% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,5,7,2,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
PD101366,2024-12-19,Technology,Significant cash burn observed. Unrestricted cash fell 54% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,7,7,0,No Change,liquidity_stress,12,cash / significant / capex / monitoring
PD101367,2024-09-07,Commercial Real Estate,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $14M of revolver availability to fund payroll. Treasury reports minimal headroom.,7,7,0,No Change,liquidity_stress,2,headroom / concerns / missed / revolver
PD101368,2024-03-08,Oil & Gas,Regulatory investigation opened into billing practices. Legal reserves increased by $24M this quarter; reputational impact on new bookings possible.,7,8,1,Downgrade,legal_regulatory,10,auditor / inventory / period / counsel
PD101369,2024-11-29,Manufacturing,Top customer representing 35% of revenue did not renew its contract at term. Replacement pipeline covers less than half of the lost volume.,6,7,1,Downgrade,customer_concentration,1,sales / lowered fullyear / fullyear / continues
PD101370,2024-09-30,Manufacturing,Same-store sales fell 18% and foot traffic remains weak. Inventory build of $37M raises markdown risk into next season.,4,4,0,No Change,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101371,2024-11-20,Transportation,"Regulatory change effective next year is expected to reduce reimbursement rates by 14%, directly compressing borrower revenue in its core segment.",8,8,0,No Change,industry_headwinds,14,regulatory / rates / revenue / multiyear
PD101372,2024-04-10,Construction,Springing covenant triggered as revolver utilization exceeded 36%. Borrower is now subject to full quarterly covenant testing and failed the first leverage test.,7,7,0,No Change,covenant_breach,5,covenant / test / revolver utilization / discrepancies approximately
PD101373,2024-12-10,Construction,Top customer representing 47% of revenue did not renew its contract at term. Replacement pipeline covers less than half of the lost volume.,9,12,3,Downgrade,customer_concentration,1,sales / lowered fullyear / fullyear / continues
PD101374,2024-11-02,Technology,Springing covenant triggered as revolver utilization exceeded 40%. Borrower is now subject to full quarterly covenant testing and failed the first leverage test.,5,7,2,Downgrade,covenant_breach,5,covenant / test / revolver utilization / discrepancies approximately
PD101375,2024-03-18,Hospitality,Same-store sales fell 11% and foot traffic remains weak. Inventory build of $36M raises markdown risk into next season.,6,8,2,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101376,2024-10-31,Agriculture,Topline deterioration continues for a third consecutive quarter. Sales down 17% and order backlog thinning. Management lowered full-year guidance materially.,6,7,1,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101377,2024-04-04,Business Services,Minimum EBITDA covenant missed by 15%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,8,10,2,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD101378,2024-10-06,Retail,Springing covenant triggered as revolver utilization exceeded 31%. Borrower is now subject to full quarterly covenant testing and failed the first leverage test.,6,8,2,Downgrade,covenant_breach,5,covenant / test / revolver utilization / discrepancies approximately
PD101379,2024-08-02,Technology,Debt paydown ahead of schedule; net leverage now 2.8x. Rating outlook revised to stable given strengthened balance sheet.,10,8,-2,Upgrade,deleveraging,8,period / debt / elevated / leverage
PD101380,2024-11-03,Transportation,Revenue contracted 30% year over year driven by softening demand. Gross margin compressed 571 bps on input cost inflation the borrower could not pass through.,4,6,2,Downgrade,revenue_decline,18,pass / demand / margin / cost
PD101381,2025-02-15,Oil & Gas,Springing covenant triggered as revolver utilization exceeded 35%. Borrower is now subject to full quarterly covenant testing and failed the first leverage test.,8,11,3,Downgrade,covenant_breach,5,covenant / test / revolver utilization / discrepancies approximately
PD101382,2024-07-03,Manufacturing,Contract repricing with the anchor customer cut unit margins 26%. Borrower has limited negotiating leverage given dependence on this relationship.,7,8,1,Downgrade,customer_concentration,19,covenants / covenant / test / additional
PD101383,2025-04-23,Oil & Gas,Margin erosion accelerating; operating margin at 2% versus 12% prior year. Competitive discounting in the sector shows no sign of abating.,4,7,3,Downgrade,revenue_decline,0,sector / margin / outlook / operating
PD101384,2025-03-20,Agriculture,Springing covenant triggered as revolver utilization exceeded 39%. Borrower is now subject to full quarterly covenant testing and failed the first leverage test.,10,12,2,Downgrade,covenant_breach,5,covenant / test / revolver utilization / discrepancies approximately
PD101385,2024-05-31,Commercial Real Estate,Revenue contracted 26% year over year driven by softening demand. Gross margin compressed 252 bps on input cost inflation the borrower could not pass through.,6,7,1,Downgrade,revenue_decline,18,pass / demand / margin / cost
PD101386,2025-03-21,Transportation,Fixed charge coverage covenant violation reported. FCCR of 1.0x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,9,10,1,Downgrade,covenant_breach,17,fccr / equity / breach / sponsor
PD101387,2025-02-26,Oil & Gas,"Auditor issued a qualified opinion related to inventory valuation. Management restated prior period results, reducing retained earnings by $5M.",5,8,3,Downgrade,reporting_delinquency,10,auditor / inventory / period / counsel
PD101388,2024-08-29,Transportation,EPA notice of violation received relating to the primary facility. Remediation cost estimates range up to $49M; operations could face interruption.,7,7,0,No Change,legal_regulatory,4,exposure / filed / new / approximately
